ZPID,Street,Unit,City,State,Zipcode,Type,Price,HOA Fee,Zestimate,Rent Zestimate,Days On Zillow,Bedrooms,Bathrooms,Living Area,Year Built,lotSize
19654479,13090 Heath St,,Saratoga,CA,95070,SINGLE_FAMILY,3300000,,3492883,5126,,7,6,3572,2018,15149
19655180,13573 Ronnie Way,,Saratoga,CA,95070,SINGLE_FAMILY,4225000,,4623627,9157,,6,5,3700,1961,20037
19630809,1233 Windimer Dr,,Los Altos,CA,94024,SINGLE_FAMILY,2725000,,2830173,5901,,4,2.5,2184,1959,12144
19636656,1086 Hunterston Pl,,Cupertino,CA,95014,SINGLE_FAMILY,2225000,0,2248747,3700,,3,2,1274,1960,6098
19743166,13523 Toni Ann Pl,,Saratoga,CA,95070,SINGLE_FAMILY,4200000,0,4305237,7379,,4,3,2995,1984,22372
19654593,18854 Afton Ave,,Saratoga,CA,95070,SINGLE_FAMILY,2200000,,2392471,4815,,4,3,2378,1951,10735
19618377,3819 Melody Ln,,Santa Clara,CA,95051,SINGLE_FAMILY,2149000,0,2224843,4500,,4,4,1950,1959,7884
19638349,12385 Parker Ranch Rd,,Saratoga,CA,95070,SINGLE_FAMILY,3880000,135,4230779,8477,,5,4,4073,1986,109867
19642153,1189 Dresden Way,,San Jose,CA,95129,SINGLE_FAMILY,2081000,0,2143192,3738,,3,2,1391,1959,6063
19642297,6391 Slida Dr,,San Jose,CA,95129,SINGLE_FAMILY,2120000,,2609774,4754,,5,3,2067,1960,7740
19633727,10338 Mira Vista Rd,,Cupertino,CA,95014,SINGLE_FAMILY,3515500,,3743604,7032,,6,5,3626,2000,9273
19645224,721 Stendhal Ln,,Cupertino,CA,95014,SINGLE_FAMILY,1899000,,2003967,4800,,4,3,2218,1961,6568
19655694,20336 Hickory Hill Way,,Saratoga,CA,95070,SINGLE_FAMILY,3710000,,3879594,7250,,4,3,3970,1965,17437
19654504,18873 Dundee Ave,,Saratoga,CA,95070,SINGLE_FAMILY,2200000,0,2265749,4263,,4,2,2200,1951,10349
19615600,711 Jura Way,,Sunnyvale,CA,94087,SINGLE_FAMILY,2332000,0,2438602,4800,,4,2,1993,1969,7000
19645272,19361 Greenwood Cir,,Cupertino,CA,95014,SINGLE_FAMILY,1490000,295,1575268,3890,,3,3,1510,1975,1306
19653213,19468 Brockton Ln,,Saratoga,CA,95070,SINGLE_FAMILY,3000000,0,3045010,6000,,4,3,2682,1971,15224
19638203,21995 Scenic Heights Way,,Saratoga,CA,95070,SINGLE_FAMILY,3207500,,3380630,6624,,5,3,3600,1999,69016
19653783,20151 Guava Ct,,Saratoga,CA,95070,SINGLE_FAMILY,2888000,,3066826,6624,,5,4,2998,1970,11843
19619295,10349 Denison Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2687000,,2807639,5193,,4,3,2398,1960,7505
51074019,21870 Almaden Ave,,Cupertino,CA,95014,SINGLE_FAMILY,3700000,,3909934,6790,,5,5,3232,2000,8890
19622185,1035 W Homestead Rd,,Sunnyvale,CA,94087,SINGLE_FAMILY,2200000,,2392460,4656,,4,3,2443,1958,7171
79842295,472 Norwood Cir,,Santa Clara,CA,95051,SINGLE_FAMILY,1850000,136,1880434,4970,,4,4,2398,2007,2448
19743069,13850 Pierce Rd,,Saratoga,CA,95070,SINGLE_FAMILY,4500000,,4668272,7427,,5,6,5400,1905,43925
19654997,13750 Serra Oaks Ct,,Saratoga,CA,95070,SINGLE_FAMILY,2740000,0,2748837,6200,,5,3,2888,1977,13769
19628245,10702 Mora Dr,,Los Altos,CA,94024,SINGLE_FAMILY,2650000,0,3313217,6316,,3,2,1768,1953,89733
19626775,10532 Esquire Pl,,Cupertino,CA,95014,SINGLE_FAMILY,5400,,,5500,,5,2.5,2138,1968,7500
19643920,10373 Menhart Ln,,Cupertino,CA,95014,SINGLE_FAMILY,7500,,2996139,5700,,5,4.5,3120,1997,4947
19743227,12951 Brandywine Dr,,Saratoga,CA,95070,SINGLE_FAMILY,6000,0,3273197,6249,,5,4,2900,1962,14810
19630257,951 Oxford Dr,,Los Altos,CA,94024,SINGLE_FAMILY,3500000,,3638242,7500,,4,4,3100,1967,15950
51074045,18587 Sage Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3750000,,3878961,8469,,5,5,3846,2000,20037
19641205,1630 Loch Lomond Ln,,San Jose,CA,95129,SINGLE_FAMILY,2100000,0,2257652,4500,,5,3,1929,1959,5940
19614848,861 Inverness Way,,Sunnyvale,CA,94087,SINGLE_FAMILY,2100000,0,2103384,4000,,4,2,1578,1959,5601
19647922,11971 Brookglen Dr,,Saratoga,CA,95070,SINGLE_FAMILY,3276800,,3501790,6016,,4,4,3543,1955,14810
19633243,21753 Castleton St,,Cupertino,CA,95014,SINGLE_FAMILY,3150000,0,3194528,6166,,5,3,2840,1966,7650
19656808,19887 Merribrook Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2375000,0,3601748,6000,,5,3,3365,1957,12684
19652248,18925 Mellon Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2030000,,2215841,4800,,4,3,2238,1961,13651
19630570,10330 Lockwood Dr,,Cupertino,CA,95014,SINGLE_FAMILY,2720000,0,2953269,6084,,4,3,2702,1984,8799
19637922,21150 Maria Ln,,Saratoga,CA,95070,SINGLE_FAMILY,3425000,0,4154381,7560,,5,5,4260,1977,46291
19640949,7140 Galli Dr,,San Jose,CA,95129,SINGLE_FAMILY,3380000,,3611856,3950,,6,5,3648,2019,7853
19632212,21131 Canyon Oak Way,,Cupertino,CA,95014,SINGLE_FAMILY,3105000,,3378271,6812,,5,5,3563,2000,15002
19636379,1019 September Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1925000,,2041284,4219,,3,2,1482,1960,7169
19644117,10630 Gascoigne Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1900000,,2032367,4150,,4,3,1905,1955,5505
19615882,815 E Homestead Rd,,Sunnyvale,CA,94087,SINGLE_FAMILY,1750000,,1761307,4000,,3,2,1528,1962,7122
64903118,11528 Bianchini Ln,,Cupertino,CA,95014,SINGLE_FAMILY,1860000,170,1930669,4500,,3,3,1788,2005,1642
19643647,19031 Barnhart Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2688000,,2840514,4942,,5,4,2066,2017,5353
19742373,13740 Pierce Rd,,Saratoga,CA,95070,SINGLE_FAMILY,10350000,,10812835,21508,,8,11,10501,2017,361548
19644098,10160 Calvert Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1665000,0,1702596,3750,,1,1,450,1952,5466
19623990,787 W Homestead Rd,,Sunnyvale,CA,94087,SINGLE_FAMILY,2025000,,2133972,4783,,4,2,1919,1960,8102
19647467,1186 Johnson Ave,,San Jose,CA,95129,SINGLE_FAMILY,2300000,,2517107,4737,,4,3,1682,1958,6549
19624950,20607 Cedarbrook Ter,,Cupertino,CA,95014,SINGLE_FAMILY,1440000,345,1450082,3750,,3,3,1598,1977,1825
19652704,19304 Falmouth Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3200000,,3346248,6565,,4,4,2768,1962,13734
19651802,12553 Woodside Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2880000,,3006779,4985,,4,2,2028,1957,9988
19654378,18660 Devon Ave,,Saratoga,CA,95070,SINGLE_FAMILY,2130000,,2233170,4750,,4,2,2029,1951,9896
243210667,10103 N Foothill Blvd,,Cupertino,CA,95014,SINGLE_FAMILY,2575000,416,2793262,5326,,3,4,2626,2017,3345
19626658,935 Pendleton Ave,,Sunnyvale,CA,94087,SINGLE_FAMILY,2184250,,2343731,4535,,1,1,1876,1968,8454
69299411,22561 Ricardo Rd,,Cupertino,CA,95014,SINGLE_FAMILY,2950000,0,2959514,6020,,4,4,2837,2006,14187
19631565,10087 Lamplighter Sq,,Cupertino,CA,95014,SINGLE_FAMILY,1650000,346,1806284,3790,,3,3,1727,1975,1738
19654026,12915 Glen Brae Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2775000,0,2794430,5527,,4,3,2172,1970,13564
19618577,510 Meadow Ave,,Santa Clara,CA,95051,SINGLE_FAMILY,1930000,,1997761,3750,,3,2,1504,1959,15598
19638397,12846 Star Ridge Ct,,Saratoga,CA,95070,SINGLE_FAMILY,4200000,135,4590031,9133,,5,7,5320,1989,53609
19632986,10816 Linda Vista Dr,,Cupertino,CA,95014,SINGLE_FAMILY,3060000,,3250123,5980,,5,3,2736,1968,9500
19654490,18761 Martha Ave,,Saratoga,CA,95070,SINGLE_FAMILY,3415000,,3587870,3250,,4,5,3082,2020,10031
19640301,19934 Portal Plz,,Cupertino,CA,95014,SINGLE_FAMILY,1200000,539,1203870,3250,,2,3,1166,1982,710
19636922,7453 Kingsbury Pl,,Cupertino,CA,95014,SINGLE_FAMILY,2050000,,2211990,4300,,4,3,1700,1963,7962
19636733,7662 Shadowhill Ln,,Cupertino,CA,95014,SINGLE_FAMILY,2310000,,2496814,5427,,4,3,2230,1963,6037
19631697,22630 Oakcrest Ct,,Cupertino,CA,95014,SINGLE_FAMILY,2439000,,2639238,5539,,4,3,2531,1979,17405
19631139,10023 Long Oak Ln,,Cupertino,CA,95014,SINGLE_FAMILY,1540000,370,1578587,3800,,3,3,1341,1970,1690
19641613,7171 Brisbane Ct,,San Jose,CA,95129,SINGLE_FAMILY,1620000,240,1718941,3900,,3,3,1790,1984,1550
19654586,18938 Afton Ave,,Saratoga,CA,95070,SINGLE_FAMILY,1752000,,1835428,4795,,4,3,2076,1964,10619
19625113,1037 Payette Ave,,Sunnyvale,CA,94087,SINGLE_FAMILY,2240000,,2317152,4561,,4,3,1883,1957,7954
19657092,19931 Baroni Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3670000,0,3746069,6851,,5,3,3463,1977,21244
79841805,470 Norwood Cir,,Santa Clara,CA,95051,SINGLE_FAMILY,1850000,137,1935072,5000,,4,3,2104,2007,2542
19625970,10405 Ann Arbor Ave,,Cupertino,CA,95014,SINGLE_FAMILY,9500,,,3500,,5,5,3969,2020,10239
19741949,15859 Mina Way,,Saratoga,CA,95070,SINGLE_FAMILY,4150000,,4528626,9053,,5,5,5721,2001,15942
19641462,7176 Via Vico,,San Jose,CA,95129,SINGLE_FAMILY,1760000,375,1761890,4200,,4,3,1822,1979,1685
19646900,1019 Wunderlich Dr,,San Jose,CA,95129,SINGLE_FAMILY,2351800,0,2437127,5000,,6,3,2260,1965,6102
19642665,6671 Dartmoor Way,,San Jose,CA,95129,SINGLE_FAMILY,3500000,,3818494,4000,,5,5,3385,2019,7701
19645605,6118 Elmbridge Dr,,San Jose,CA,95129,SINGLE_FAMILY,1200000,340,1153627,3200,,2,1.5,1149,1971,1600
19627184,10423 Mary Ave,,Cupertino,CA,95014,SINGLE_FAMILY,1083000,344,1142599,3200,,2,2,1216,1971,1598
19619922,10948 Northshore Sq,,Cupertino,CA,95014,SINGLE_FAMILY,1140000,315,1156444,3295,,2,2,1060,1973,1344
19741558,20005 Orchard Meadow Dr,,Saratoga,CA,95070,SINGLE_FAMILY,3200000,,3307768,6547,,5,4,4005,2000,33976
19646068,5901 Countess Dr,,San Jose,CA,95129,SINGLE_FAMILY,2620000,,2868405,5675,,5,3,2261,1965,7187
19630323,961 Andover Way,,Los Altos,CA,94024,SINGLE_FAMILY,2904000,,3098591,6510,,4,3,2407,1968,11704
19631631,10388 Krista Ct,,Cupertino,CA,95014,SINGLE_FAMILY,2587500,,2448023,5000,,4,3,2501,1979,10737
19637278,22549 Rolling Hills Rd,,Saratoga,CA,95070,SINGLE_FAMILY,5000000,,5173502,10257,,4,8,4968,1958,111514
19742615,21311 Sarahills Dr,,Saratoga,CA,95070,SINGLE_FAMILY,3600000,,3744248,7444,,4,5,4337,2004,30082
19634299,21930 Byrne Ct,,Cupertino,CA,95014,SINGLE_FAMILY,2250000,,2441578,4500,,3,3,1961,1980,4242
19647917,5641 W Walbrook Dr,,San Jose,CA,95129,SINGLE_FAMILY,2470000,,2633003,5136,,5,3,2300,1990,6534
82952320,1183 Water Lily Way,,San Jose,CA,95129,SINGLE_FAMILY,1619000,155,1639080,3950,,3,3,1733,2010,1219
19638341,12468 Parker Ranch Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3400000,135,4095131,7592,,4,4,4095,1989,54885
19654580,13251 Kevin St,,Saratoga,CA,95070,SINGLE_FAMILY,2650000,,2827571,3900,,4,3,2494,1951,10001
19643780,10221 Stern Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2700000,,2955737,5849,,6,5.5,3569,2008,5355
19657180,14022 Apricot Hl,,Saratoga,CA,95070,SINGLE_FAMILY,3895000,,4091104,7685,,4,3.5,3864,1976,33750
19630682,22701 San Juan Rd,,Cupertino,CA,95014,SINGLE_FAMILY,2260000,0,2942056,4400,,4,2,2033,1935,9800
19641606,7157 Brisbane Ct,,San Jose,CA,95129,SINGLE_FAMILY,1653300,240,1657297,3750,,3,3,1790,1984,1528
19652342,12344 Obrad Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2650000,,2742867,5408,,5,3,2318,1960,10611
19640463,10232 Danube Dr,,Cupertino,CA,95014,CONDO,1135000,491,1153672,3000,,2,2,1154,1985,1200
19652675,12291 Mabel Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3225000,0,3339790,5800,,5,4,2853,1962,13015
19654859,18665 Aspesi Dr,,Saratoga,CA,95070,SINGLE_FAMILY,1680000,0,2079789,4195,,4,3,1900,1958,9774
19630740,2204 Vineyard Ct,,Los Altos,CA,94024,SINGLE_FAMILY,3425000,,3626265,7214,,5,3,3117,1959,16592
19633670,22370 Janice Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2950000,0,2976389,5135,,4,3,2248,1975,9334
19654512,13151 Mcdole St,,Saratoga,CA,95070,SINGLE_FAMILY,3250000,,3405647,,,4,4,2891,2020,10023
19644400,18650 Crabtree Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2540000,,2626444,5169,,4,3,2115,2007,5532
82951352,13463 Old Oak Way,,Saratoga,CA,95070,SINGLE_FAMILY,3698000,0,3794098,5768,,4,5,3729,1974,49192
19619023,10226 Vista Dr,,Cupertino,CA,95014,MULTI_FAMILY,2510000,,2629523,3500,,5,4,2437,1970,9200
19634538,875 Lily Ave,,Cupertino,CA,95014,SINGLE_FAMILY,1950000,0,2134962,4600,,5,2,2024,1960,8624
19657182,14001 Apricot Hl,,Saratoga,CA,95070,SINGLE_FAMILY,3812500,,4067967,6908,,5,5,3709,1975,41207
19630462,10161 Lebanon Dr,,Cupertino,CA,95014,SINGLE_FAMILY,4315000,,4722119,9352,,7,6,4534,2019,11099
19622275,992 Helena Dr,,Sunnyvale,CA,94087,SINGLE_FAMILY,2320000,,2431740,4604,,4,2.5,1876,1961,8463
51073999,10675 Santa Lucia Rd,,Cupertino,CA,95014,SINGLE_FAMILY,2650000,,2874415,6031,,5,4,3070,2000,8468
19626247,20711 Dunbar Dr,,Cupertino,CA,95014,SINGLE_FAMILY,2560000,,2729364,5267,,4,3,2122,1999,9347
19625217,10696 Flora Vista Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2280000,0,2355664,4200,,3,3,2500,1949,9625
19640496,10203 Nile Dr,,Cupertino,CA,95014,CONDO,2150,0,,2300,,1,1,884,1986,1056
19654630,18746 Dundee Ave,,Saratoga,CA,95070,SINGLE_FAMILY,2850000,,2991155,5622,,4,4,2783,2012,9361
19633681,22364 Ramona Ct,,Cupertino,CA,95014,SINGLE_FAMILY,2950000,0,3013877,5450,,4,3,2366,1975,7701
19639282,888 Blazingwood Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2503000,,2668593,5012,,4,3,2200,1959,6300
19621456,2066 Louise Ln,,Los Altos,CA,94024,SINGLE_FAMILY,2900000,,3023281,5678,,4,3,2099,1960,14884
19642747,1354 Daphne Dr,,San Jose,CA,95129,SINGLE_FAMILY,3675000,0,3707875,3900,,5,6,3431,2020,8045
19654190,19313 Vineyard Ln,,Saratoga,CA,95070,CONDO,900000,475,948432,2995,,2,2,1064,1971,1344
19633631,11022 Canyon Vista Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1740000,860,1827129,3850,,2,2,2203,1976,3659
19631357,10155 Potters Hatch Cmn,,Cupertino,CA,95014,SINGLE_FAMILY,1726000,346,1730638,3790,,3,3,1727,1974,1711
19641812,7140 Rainbow Dr APT 8,8,San Jose,CA,95129,SINGLE_FAMILY,1110000,538,1215286,3395,,3,2,1239,1964,570
19634868,10181 Western Dr,,Cupertino,CA,95014,SINGLE_FAMILY,2570000,,2707049,4802,,5,3,2050,1961,7727
19645347,1041 Johnson Ave,,San Jose,CA,95129,SINGLE_FAMILY,2300000,,2378590,4800,,4,4,2426,1967,6150
19645555,1014 Hyde Ave,,San Jose,CA,95129,SINGLE_FAMILY,1500000,470,1585840,3950,,3,3,1950,1971,2696
19629750,523 Deodara Dr,,Los Altos,CA,94024,SINGLE_FAMILY,3500000,0,3831645,7582,,5,4,3374,1951,13582
19639958,10225 S Blaney Ave,,Cupertino,CA,95014,SINGLE_FAMILY,3025000,,3310840,6556,,5,4,3673,2001,9848
19655965,13201 Ten Oak Way,,Saratoga,CA,95070,SINGLE_FAMILY,3550000,,3873885,7747,,7,5,3614,1963,17319
19631055,22741 Medina Ln,,Cupertino,CA,95014,SINGLE_FAMILY,2650000,0,2689759,3500,,2,2,1100,1968,8389
19644749,18901 Tuggle Ave,,Cupertino,CA,95014,SINGLE_FAMILY,1651000,0,1685730,3000,,3,1,1150,1953,5959
19651993,12080 Brookglen Dr,,Saratoga,CA,95070,SINGLE_FAMILY,1830000,0,1942134,4895,,3,2.5,2100,1956,9104
19626700,10630 Castine Ave,,Cupertino,CA,95014,SINGLE_FAMILY,2590000,,2710279,5450,,4,2.5,2394,1968,7496
19638522,11603 Bridge Park Ct,,Cupertino,CA,95014,SINGLE_FAMILY,5600,260,,5108,,4,3,2263,1988,5000
19646986,1038 Johnson Ave,,San Jose,CA,95129,SINGLE_FAMILY,3018000,,3118156,5750,,5,4,3022,2007,6655
19644573,10720 Johnson Ave,,Cupertino,CA,95014,SINGLE_FAMILY,3050000,,3177818,5729,,5,5,3618,1998,6307
19653863,12263 Atrium Cir,,Saratoga,CA,95070,SINGLE_FAMILY,1695000,390,1750246,3950,,3,3,2010,1979,2050
19653801,20160 Sea Gull Way,,Saratoga,CA,95070,SINGLE_FAMILY,2268000,,2538605,5093,,3,3,1808,1955,10179
19630613,10555 S Foothill Blvd,,Cupertino,CA,95014,SINGLE_FAMILY,2000000,0,2032902,4100,,3,2,1389,1932,7900
19637250,21270 Blue Hills Dr,,Saratoga,CA,95070,SINGLE_FAMILY,2120000,,2319467,4305,,3,2,1425,1955,54907
19636572,1097 Derbyshire Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1770000,,2059411,3700,,3,2,1196,1960,6690
111910337,22398 Eden Valley Ct,,Saratoga,CA,95070,SINGLE_FAMILY,3300000,,3612602,7149,,7,6,4954,2011,90604
19641851,7110 Rainbow Dr APT 26,26,San Jose,CA,95129,CONDO,831000,500,848737,2700,,2,2,1050,1964,435
19631686,2300 Friars Ln,,Los Altos,CA,94024,SINGLE_FAMILY,2500000,106,2525961,5185,,4,2,2034,1978,14400
19641625,6984 Chantel Ct,,San Jose,CA,95129,CONDO,570000,324,578552,2100,,1,1,582,1987,436
19636252,1194 Bubb Rd,,Cupertino,CA,95014,SINGLE_FAMILY,2250000,,2463166,4610,,3,2,1598,1963,7224
19655862,20220 Argonaut Dr,,Saratoga,CA,95070,SINGLE_FAMILY,4000000,,4366598,8726,,4,4,3689,1955,16683
19541428,1247 Hollenbeck Ave #2,2,Sunnyvale,CA,94087,SINGLE_FAMILY,988000,240,1045013,2850,0,2,2,926,1988,561
19544356,1072 Chico Ct,,Sunnyvale,CA,94085,SINGLE_FAMILY,1550000,0,1613681,4000,3,4,3,1465,1954,6594
19617336,1649 Redwing Ave,,Sunnyvale,CA,94087,SINGLE_FAMILY,1750000,,1762726,3695,3,3,2,1421,1957,6000
19540293,682 W Remington Dr,,Sunnyvale,CA,94087,SINGLE_FAMILY,1850000,0,2164986,4499,3,4,2,1657,1959,7244
153290826,1530 S Wolfe Rd,,Sunnyvale,CA,94087,MULTI_FAMILY,9000000,,1779356,2462,59,1,1,1400,1954,7128
19538443,843 Radcliff Way,,Sunnyvale,CA,94087,SINGLE_FAMILY,1500000,,1610915,4625,4,4,3,2106,1962,7000
153177147,840 Sevely Dr,,Mountain View,CA,94041,SINGLE_FAMILY,3200,,,2800,8,2,1,1000,1964,7168
19517766,130 Kittoe Dr,,Mountain View,CA,94043,MULTI_FAMILY,1775000,0,2564039,3400,10,0,,2184,1960,8241
19618084,3709 Europe Ct,,Santa Clara,CA,95051,SINGLE_FAMILY,1300000,490,1345979,3700,17,2,2,1524,1978,1751
300480042,655 Cinnamon Cir,,Mountain View,CA,94043,CONDO,1265930,326,1378714,4000,12,2,3,1122,2019,928
300481419,640 Tyrella Ave,,Mountain View,CA,94043,SINGLE_FAMILY,1616583,324,1765657,4100,13,4,4,1800,2019,
19546008,486 Vine Ave,,Sunnyvale,CA,94086,SINGLE_FAMILY,1995000,0,1660979,3500,19,3,2,1559,1943,5000
246246921,3410 Pyramid Way,,Mountain View,CA,94043,SINGLE_FAMILY,1656500,77,1717165,3995,19,4,4,1751,2017,1591
19545085,830 Dwight Ave,,Sunnyvale,CA,94086,SINGLE_FAMILY,1010000,0,1909852,3200,20,4,2,1587,1944,4930
19543397,310 America Ave,,Sunnyvale,CA,94085,SINGLE_FAMILY,1065000,0,1102243,2998,55,2,1,883,1920,3449
69301529,420 E Evelyn Ave #Z102,Z102,Sunnyvale,CA,94086,CONDO,649000,420,699980,2580,60,1,1,605,2005,605
19555080,2230 Santa Cruz Ave,,Santa Clara,CA,95051,SINGLE_FAMILY,1550000,0,1552081,3550,60,3,2,1465,1955,6599
19543098,346 Dunsmuir Ter UNIT 5,5,Sunnyvale,CA,94085,SINGLE_FAMILY,650000,308,689273,1995,83,1,1,630,1996,313
19540506,715 W Fremont Ave,,Sunnyvale,CA,94087,SINGLE_FAMILY,1210000,395,1137671,3300,181,3,2,1276,1972,1428
300480352,631 Cinnamon Cir,,Mountain View,CA,94043,SINGLE_FAMILY,1332000,324,1447538,4200,40,4,3.5,1602,2019,1038
19541532,754 Manzanita Ave,,Sunnyvale,CA,94085,SINGLE_FAMILY,3500,,1269779,3500,1,3,2,1099,1953,5000
2085589076,87 Fairchild Dr,,Mountain View,CA,94043,SINGLE_FAMILY,1495000,350,1621949,4100,,4,4,1783,2019,
2085610865,814 Cotati Ter UNIT 1,1,Sunnyvale,CA,94085,SINGLE_FAMILY,1430000,324,1753187,4495,,4,4,1903,2019,
2085617255,846 Cotati Ter UNIT 12,12,Sunnyvale,CA,94085,SINGLE_FAMILY,1227158,324,1342995,3400,,2,3,1194,2019,
19544871,250 Santa Fe Ter APT 107,107,Sunnyvale,CA,94085,CONDO,800000,511,811308,2800,,2,2,1061,1995,1400
153289870,1374 S Wolfe Rd,,Sunnyvale,CA,94087,SINGLE_FAMILY,2150000,0,2167997,2850,,5,4,2733,2020,7069
243211618,121 Fairchild Dr,,Mountain View,CA,94043,SINGLE_FAMILY,1345000,233,1381976,4288,,3,3,1753,2016,1158
89461985,86 Murlagan Ave,,Mountain View,CA,94043,SINGLE_FAMILY,2425000,0,2108300,4947,,4,3,1925,2009,5484
19616873,942 Eton Way,,Sunnyvale,CA,94087,SINGLE_FAMILY,2175000,,2249797,4200,,4,2,1652,1966,6015
112095402,3538 Druffel Pl,,Santa Clara,CA,95051,SINGLE_FAMILY,1480000,120,1550475,3900,,3,3.5,1839,2010,1960
19554522,2130 Fordham Dr,,Santa Clara,CA,95051,SINGLE_FAMILY,1751000,0,1781359,3600,,4,3,1782,1958,7065
19622912,1291 Brookings Ln,,Sunnyvale,CA,94087,SINGLE_FAMILY,2721500,0,2786320,5822,,6,3,2915,1976,7840
19553906,3157 Dallas Ct,,Santa Clara,CA,95051,SINGLE_FAMILY,1620000,,1695377,4200,,4,3,1910,1958,5227
19618191,10838 Via San Marino,,Cupertino,CA,95014,SINGLE_FAMILY,2215000,121,2354966,5000,,5,3,2356,1995,3336
19540012,1164 Tangerine Way,,Sunnyvale,CA,94087,SINGLE_FAMILY,2750000,,2945885,5389,,5,4,2900,1967,9557
19619789,10817 Northridge Sq,,Cupertino,CA,95014,CONDO,1160000,406,1221858,3500,,2,2,1060,1973,1344
19548754,670 Smoke Tree Way,,Sunnyvale,CA,94086,SINGLE_FAMILY,2302000,,2434862,4799,,5,3,2449,1971,6603
19624336,567 Chiloquin Ct,,Sunnyvale,CA,94087,SINGLE_FAMILY,2580000,0,2634272,5135,,4,2,2107,1966,8529
19516936,532 Tyrella Ave APT 29,29,Mountain View,CA,94043,SINGLE_FAMILY,1075000,350,1111968,3100,,3,2,1128,1971,960
19613775,1350 Pauline Dr,,Sunnyvale,CA,94087,SINGLE_FAMILY,1788000,,1889886,3500,,3,1.5,1050,1950,9805
19518301,113 Estrada Dr,,Mountain View,CA,94043,SINGLE_FAMILY,2060000,157,2100157,4500,,4,3,1839,1997,3049
19518504,439 Nicholas Dr,,Mountain View,CA,94043,SINGLE_FAMILY,4500,142,1826621,4350,,3,3,1786,1998,2178
19550232,215 Red Oak Dr W APT B,B,Sunnyvale,CA,94086,CONDO,1010000,500,1020779,3200,,3,2,1161,1971,1742
69301234,1089 Konstanz Ter,,Sunnyvale,CA,94089,SINGLE_FAMILY,1425000,315,1476148,4200,,4,4,1725,2007,1568
19619875,20051 Northwood Dr,,Cupertino,CA,95014,SINGLE_FAMILY,1450000,358,1504832,3750,,2,2,1487,1973,1346
19550425,1127 Reed Ave APT B,B,Sunnyvale,CA,94086,CONDO,654000,456,671588,2510,,2,1,917,1972,1036
121041901,1093 Liege Ter,,Sunnyvale,CA,94089,SINGLE_FAMILY,1350000,270,1356536,3700,,3,4,1635,2012,1224
19543202,369 N Murphy Ave,,Sunnyvale,CA,94085,SINGLE_FAMILY,1240000,0,1250379,3400,,3,1,1042,1942,5201
19494085,510 Porpoise Bay Ter APT D,D,Sunnyvale,CA,94089,SINGLE_FAMILY,1222000,433,1329548,3497,,2,3,1850,1992,815
79841291,181 Owens Ct,,Mountain View,CA,94043,SINGLE_FAMILY,1420000,236,1509730,3750,,3,3,1369,2006,1080
19624942,20567 Cedarbrook Ter,,Cupertino,CA,95014,SINGLE_FAMILY,1268000,325,1295065,3600,,2,3,1385,1977,1629
82782761,192 Darya Ct,,Mountain View,CA,94043,SINGLE_FAMILY,1600000,250,1695431,3800,,3,4,1843,2008,836
19543614,219 N Sunnyvale Ave,,Sunnyvale,CA,94086,SINGLE_FAMILY,1218750,,1293450,3300,,2,1,1072,1940,7000
82956708,543 Saco Ter,,Sunnyvale,CA,94089,SINGLE_FAMILY,1400000,240,1526983,3800,,3,2.5,1646,2008,670
19539600,885 Spinosa Dr,,Sunnyvale,CA,94087,SINGLE_FAMILY,2450000,,2554950,5060,,4,3,2388,1967,6324
19543677,274 Jackson St,,Sunnyvale,CA,94086,SINGLE_FAMILY,1475000,,1544031,3600,,3,2,1404,1942,5720
19596484,3435 Benton St,,Santa Clara,CA,95051,SINGLE_FAMILY,1045000,480,1076543,3500,,4,3,1476,1963,653
19548401,1086 Clematis Dr,,Sunnyvale,CA,94086,SINGLE_FAMILY,1959000,,2045236,4500,,4,3,2019,1971,6869
19598206,3331 Pruneridge Ave,,Santa Clara,CA,95051,SINGLE_FAMILY,1777000,,1832237,5000,,5,3,2679,1961,7954
19597789,648 Cambridge Dr,,Santa Clara,CA,95051,SINGLE_FAMILY,1900000,0,1947018,3995,,4,3,1920,1961,6098
